market,identifier,fiscal_year,market_cap_usd,revenue_usd,operating_income_usd,net_income_usd,currency,source
KR,000010,2025,,,3822979680,2718591840,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS
KR,000020,2025,101592000,357403903.04016,184861.93032,2766506.3892,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000030,2025,,,2534934240,1859111280,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS
KR,000040,2025,16632000,9950969.76048,-2081949.15888,-1365098.26536,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000050,2025,158904000,296982631.77336,33115286.31768,34112985.08472,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000060,2025,,2007951458.23728,1646294339.37384,1218864103.29792,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS
KR,000070,2025,302976000,2410766520.19992,78311323.36008,-214655670.79632,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000080,2025,750384000,1798968111.32448,124083843.11856,29604418.97184,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000100,2025,4232160000,1574379062.17776,75149635.55256,133429677.52824,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000110,2025,,,242479440,101863440,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS
KR,000120,2025,1266336000,8844949779.3216,365818190.85216,186294931.07256,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000140,2025,132696000,1788842901.34224,131941917.9108,11438374.17744,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000150,2025,17232840000,14244579360,765154800,179647920,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000180,2025,49392000,91597157.34696,-4988252.15928,-14860872.47232,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,0001A0,2025,164304000,103100565.14208,4809857.80968,3251553.4044,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000210,2025,686520000,3835239330.44232,214953148.4832,-69334772.52672,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000220,2025,47232000,101436960.21984,7933813.73208,6564048.28272,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000230,2025,51192000,425440473.41016,10746122.14512,15532698.59064,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000240,2025,1592640000,1049437224.18792,296370890.26128,250005087.43848,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000250,2025,4028112000,166899799.97136,6095889.324,8661489.56712,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000270,2025,39522312000,82181461680,6536266560,5439005280,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000300,2025,125280000,28923078.49416,2323839.55968,4143724.15104,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000320,2025,157392000,892272847.75704,46445754.78648,42150163.68072,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000370,2025,502632000,739744048.08,309306623.04,210479662.8,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000390,2025,122040000,444288633.23088,6875639.7012,5601343.40784,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000400,2025,501624000,711990000,46609920,36958320,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,000430,2025,176328000,1151331967.44,33844773.6,33111388.8,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000440,2025,62352000,35706477.63816,-1255650.0804,-803115.96552,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000480,2025,162576000,595981747.44,20033014.32,-13538484,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000490,2025,151128000,1068999910.65792,22481716.62888,-21507684.22728,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,0004V0,2025,62424000,45428008.01328,-2828382.09984,-8819034.56496,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,0004Y0,2025,7704000,0,-42266.7288,-13721.53536,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,000500,2025,4085496000,1832902613.28,57017945.52,37005570,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000520,2025,106992000,151382500.55496,-15992557.14744,-24957865.38528,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000540,2025,148680000,515779200,135002880,109216080,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,000590,2025,56304000,97106987.00664,14554994.79384,15117177.44448,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000640,2025,382968000,1029432103.7292,70396541.75736,65855872.70568,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000650,2025,180288000,32796191.86488,-4277173.73544,-4048951.11624,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,000660,2025,1348546896000,69945606000,33988549680.000004,30922489440.000004,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000670,2025,551448000,2094461511.22656,-186975870.10992,22231311.4548,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000680,2025,160272000,1882976493.86424,16046962.15104,-13754154.84624,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000700,2025,102528000,301301396.5788,15278057.40888,12061954.38672,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000720,2025,9308448000,22365296640,470164320,402528960,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000760,2025,23904000,33303669.2028,-118125.98064,-1537387.06032,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,0007C0,2025,97344000,9584654.65344,-1622577.69792,-2021731.7472,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,0007J0,2025,54000000,0,-6195109.4676,-5793597.16776,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,000800,2025,,284052129.0336,45055516.75776,50815351.69704,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS
KR,000810,2025,20091384000,3778915115.54808,1914582961.54368,1454606735.2236,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000850,2025,60624000,159663984.45336,3036173.52024,8193854.70216,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000860,2025,114264000,430958060.83872,5972217.32376,666726.14736,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000880,2025,5284728000,53845516800,2985755760,1433952000,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000890,2025,38448000,64712659.21632,2744857.48104,2512534.02984,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,0008Z0,2025,167832000,103986244.92384,12771724.10184,12989721.76704,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000910,2025,32256000,145728527.4144,3959333.56944,18405063.83376,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000950,2025,34488000,29359048.31712,-5266745.76528,21462175.27584,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000970,2025,105912000,292766406.11784,9572803.25256,12314786.0292,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,000990,2025,4498056000,1006007981.06808,199652084.04528,181859357.37456,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,0009K0,2025,1212984000,34040414.466,14953374.21168,3613021.30224,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001000,2025,21744000,2585207.41344,351227.5416,51641.20944,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,001020,2025,54576000,192001340.84976,-3800926.35576,-13915582.7292,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001040,2025,3367512000,32413557043.440002,1819971689.76,102694649.04,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001060,2025,441792000,558214601.70456,68011911.31104,44288058.82824,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001070,2025,20088000,113965824.37032,501616.8468,-439637.86008,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001080,2025,123408000,110126197.72656,-8623111.90896,-2546128.33272,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,0010F0,2025,20088000,37579383.87048,3685968.41904,156601.92384,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,0010V0,2025,27072000,34896179.97792,3498769.99008,3486438.72576,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001120,2025,986544000,12028542884.28936,210379211.51832,113948674.8012,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001130,2025,136800000,990143747.31888,44824922.41752,-18099018.3132,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001140,2025,,2938393.65672,-4012230.83688,-18829741.19184,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS
KR,0011A0,2025,74160000,40732599.88224,3101037.70752,3607733.11824,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,0011T0,,233928000,,,,USD,NAVER_STOCK_MARKET_CAP
KR,001200,2025,303768000,1219734135.5508,60797443.1292,46467550.20744,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001210,2025,48888000,31923157.12776,-852168.79008,-2833885.5048,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001230,2025,195408000,1429390868.12136,28408732.46568,14919395.44464,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001250,2025,160128000,2958670483.92,37656167.76,9989341.2,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001260,2025,60192000,257360883.12,8237148.48,3811088.16,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001270,2025,424800000,695133799.85088,40879579.18608,32861474.9352,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001290,2025,65736000,130848510.0456,-6544426.27968,-4217019.07464,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001340,2025,201312000,195938977.73904,8748490.24728,7271832.77712,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001360,2025,93384000,33173553.27672,-13009261.3992,8312473.1304,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,001380,2025,19872000,67306495.35024,3574174.03848,2020832.88768,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001390,2025,204768000,6553185783.598081,220088654.16768,175669361.41176,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,0013V0,2025,36360000,78838219.60848,4288132.7748,3739544.39304,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001420,2025,14184000,10702695.6,-704495.34432,-1684615.18968,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,001430,2025,905040000,2629141399.40688,70856634.52872,40418143.1784,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001440,2025,4861368000,2617933115.31264,92601393.50592,64711726.48008,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001450,2025,2129832000,2278036895.57712,907916035.39128,734270434.54776,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001460,2025,152712000,117479961.48312,19132962.09696,14105214.08856,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001470,2025,57384000,79914914.47584,-19159313.28408,-55230058.21968,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001500,2025,373968000,,52021440,41569200,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001510,2025,427176000,22964981.07456,5605875.774,20666053.20312,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001520,2025,86544000,454052087.31024,-14935541.47128,14596413.13296,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001530,2025,332640000,432973199.12688,-1112224.40136,-7177390.22736,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001540,2025,92952000,220949211.14856,7072226.78256,5270013.85752,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001550,2025,39528000,71810809.4304,2750620.00032,1420553.72952,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,001560,2025,48456000,56807238.60576,3054091.14072,9823627.33416,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001570,2025,455976000,74002246.9452,-32155827.6132,-49710129.92928,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,0015G0,2025,147456000,30061372.97376,1585737.77544,1474228.98216,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,0015N0,2025,49824000,36854953.81704,3700519.70616,3300289.38072,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,0015S0,2025,55944000,11972100.02904,633198.38472,1845453.04632,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001620,2025,37800000,581765794.69752,13362108.55128,22723236.5256,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001630,2025,141912000,690488477.59608,41962524.35976,39108520.9152,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001680,2025,429840000,3168939867.31872,121883268.54816,-218224070.8416,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001720,2025,1957824000,1775794111.32096,98024844.24576,80840292.64416,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001740,2025,1379304000,4856491440,62130960,35986320,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001750,2025,186480000,654496094.052,54223575.606,40731237.55296,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,001770,2025,5256000,72286400.43,1971137.20896,1417392.054,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,001780,2025,124416000,414473801.13792,25127774.02224,11432201.73552,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001790,2025,148104000,976518740.16,40720271.04,-43417370.88,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001800,2025,1091520000,2443050863.60544,351164607.82776,243200059.3944,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001810,2025,16560000,148082830.87464,1279848.60432,-1202911.49088,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001820,2025,995400000,212034238.83288,9263868.00696,9078067.782,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001840,2025,45072000,82937323.8756,2368986.68952,1531669.30848,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,001880,2024,,1777809007.15416,10020870.49968,342529.6644,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS
KR,001890,2025,,22395662.30736,-3717235.26432,-3670128.08856,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS
KR,001940,2025,248040000,594187663.1184,-50937980.43744,-16699445.712,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,001970,2025,,16136917.66224,-14853759.83784,-3566867.92848,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS
KR,002020,2025,435384000,4238015820.309361,43560870.01056,-213556161.39912,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002030,2025,251856000,1356814566.72,79941943.44,36918606.24,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002070,2025,12456000,160160439.49704,-3602934.22176,-9075690.47808,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002100,2025,127656000,244250464.75488,20662232.12928,14105432.12904,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002140,2025,31392000,214072049.55744,9898793.32752,6963496.25544,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002150,2025,125064000,502901903.47248,21684416.9904,4552092.97344,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002170,2025,115776000,125773253.06472,13278438.0288,17245040.34672,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002200,2025,54360000,208511753.93784,-4721312.54664,-2793897.8604,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002210,2025,67680000,62761604.48064,-7285188.16944,-18530641.68552,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,002220,2025,81720000,141411145.55832,2288938.04424,-313712.17056,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002230,2025,67896000,69955044.92928,3802074.2388,6575807.86128,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002240,2025,358704000,1302611997.11112,29320529.4612,3313879.18056,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002290,2025,29952000,61327519.05672,5323793.17176,4923682.45704,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,002310,2025,221256000,615690849.6828,19595556.06192,21319353.45432,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002320,2025,177624000,2206746137.36088,80780982.6168,709129.30608,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002350,2025,489456000,2296519523.12232,122614107.35328,108845270.75808,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002360,2025,13536000,71011508.28552,-8819931.4956,-7764529.39272,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002380,2025,3034656000,4668350029.98912,307882883.73528,1107717318.41256,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002390,2025,70632000,385299255.86424,2369863.24344,-1611443.9592,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002410,2025,38304000,51727129.87752,-36942754.78584,-63001289.90304,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002420,2025,22032000,21056742.648,-410277.90168,-1149459.43176,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,002450,2025,78552000,161596075.22208,1643027.4648,12437824.42656,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002460,2025,80064000,474824846.70144,31136719.32,22253041.4328,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002550,2025,,1716607440,821561760,558293760,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS
KR,002600,2025,60336000,351537162.87456,13413431.38968,5818996.3068,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002620,2025,74304000,473482090.13112,27854047.63152,24945966.072,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002630,2025,37080000,21166475.79024,-2215011.44304,-9500303.39112,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,002680,2025,8712000,59327788.42368,2105081.88552,1502826.32304,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002690,2025,23040000,106088834.92176,-2527768.17144,972241.08048,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,002700,2025,58032000,139672680.18336,3770673.11568,3028972.03992,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,002710,2025,208728000,440290014.22368,-7854720.65928,-5472574.86672,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002720,2025,52056000,126357280.92,4453108.08984,4107536.59248,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002760,2025,36648000,36083360.99376,1605689.8776,1684534.96152,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,002780,2025,81792000,414995018.45544,-16562569.98456,-20427325.95456,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_OFS+NAVER_STOCK_MARKET_CAP
KR,002790,2025,1255104000,3328686156.56184,264959940.54312,210352127.73912,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002800,2025,48384000,81920342.69712,7768914.74712,6683392.49688,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
KR,002810,2025,255312000,321744830.59152,9188971.88112,44173767.59064,USD,OPEN_DART_FNLTT_SINGLE_ACCOUNT_ALL_CFS+NAVER_STOCK_MARKET_CAP
