market,identifier,fiscal_year,market_cap_usd,revenue_usd,operating_income_usd,net_income_usd,currency,source
US,EZPW,2025,2010841921,1274280000,149169000,109613000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,EZRA,2025,1802176,12430959,-9012996,-6987756,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,F,2025,56443171104,187267000000,-9169000000,-8162000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FA,2025,3091097587,1574389000,132468000,37293000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FABC,2025,17918932,63777,-10455899,-1755479,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FAC,2025,1040801058,,-1158207,6219069,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FACT,2025,,,-1079899,-71891,USD,SEC_COMPANYFACTS
US,FAF,2025,6985754500,7452200000,,625200000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FAMI,2025,3879853,27971360,-56116376,-53385988,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FANG,2025,51021792677,15026000000,1266000000,1547000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FAST,2025,54141333477,8200500000,1655700000,1258400000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FATE,2025,274496883,6646000,-147704000,-136315000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FATN,2025,91299287,16288881,3471746,1952894,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FBGL,2025,6987543,19136922,-1428898,-1506747,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FBIN,2025,6064877320,4463200000,516100000,298800000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FBIO,2025,96335309,63262000,-70221000,-32915000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FBIZ,2025,526900080,,,11171000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FBK,2025,2844610337,,,122638000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FBLA,2025,243715254,66465000,,1253000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FBLG,2025,4239923,,-16649000,-18646000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FBNC,2025,2642440751,67623000,,111048000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FBP,2025,4061237662,1255034000,,344866000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FBRT,2025,615319257,270071000,,84085000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FBRX,2025,442240053,36000,-70657000,-69375000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FBYD,2025,2079303936,14896000,-13408000,6312000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FC,2025,281923824,267067000,5704000,3068000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FCAP,2025,214816546,,14169000,16380000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FCBC,2025,839286440,,,51604000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FCBM,,393043547,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FCCO,2025,306467476,,,11843000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FCEL,2025,2013033351,158162000,-192348000,-191372000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FCF,2025,2063177592,,,152302000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FCFS,2025,9192991631,3661043000,,219301000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FCHL,2025,43464,3232000,-1147000,-1063000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FCN,2025,4503369304,3788857000,389077000,274892000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FCNCA,2025,23973738880,9541000000,,2206000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FCPT,2025,2753058607,294132000,,95462000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FCRS,2025,,,-400904,2404209,USD,SEC_COMPANYFACTS
US,FCUV,2025,2554718,398137,-6200251,-3200138,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FCX,2025,88783697262,25915000000,6518000000,4152000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FDBC,2025,299315081,,,28198000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FDMT,2025,682205115,85209000,-159547000,-140109000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FDS,2025,8417229738,2321748000,748303000,597040000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FDSB,2025,84816830,605000,,4088000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FDX,2025,77427892322,90155000000,4912000000,3972000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FDXF,,17928049838,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FE,2025,27756019932,15090000000,2206000000,1271000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FEAM,2025,58121312,,-43719000,-31555000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FEBO,2025,8986069,10900000,-1394000,-1365000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FEDU,2025,22162092,39665000,-10496000,-18822000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FEED,2025,3295685,2553000,-22889000,-18185000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FEIM,2025,610002635,55274000,5019000,5594000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FELE,2025,4695687617,2131250000,268978000,148694000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FEMY,2025,11655401,2293313,-17588669,-18627887,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FENC,2025,385477560,44642000,-6282000,-9741000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FENG,2025,18471372,185263000,-15720000,55981000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FER,,49254077702,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FERA,2025,,,-76899,-76899,USD,SEC_COMPANYFACTS
US,FERG,2025,46283772562,29734000000,2659000000,1889000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FET,2025,569850188,791474000,30145000,-9660000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FF,2025,200236909,95742000,-52990000,-49397000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FFAI,2025,78559222,536000,-331050000,-397082000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FFBC,2025,3545563547,,,255863000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FFIN,2025,4930331211,,,253579000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FFIV,2025,23339232003,3088072000,765949000,692380000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FG,2025,3585043829,5731000000,,271000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FGBI,2025,172382323,,-46200000,-6166000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FGI,2025,8285153,130528652,-2402056,-7125406,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FGII,2025,,,,-21056,USD,SEC_COMPANYFACTS
US,FGL,,1595446,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FGMC,2025,104452060,,-25850,-25850,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FGNX,2025,32181311,2413000,-64000000,-66742000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FHB,2025,3564923154,880788000,,276266000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FHI,2025,4271604984,1800663000,513882000,414095000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FHN,2025,12097865668,3419000000,,998000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FHTX,2025,276542573,30909000,-86389000,-86620000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FIBK,2025,3726400838,,,302100000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FICO,2025,27302421725,1990869000,924850000,651946000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FIEE,2025,35990684,6193616,1550519,1072434,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FIG,2025,9959898401,1055788000,-1290457000,-1250463000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FIGR,2025,5980388388,506865000,117527000,134281000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FIGS,2025,1851718800,631098000,38147000,34250000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FIGX,2025,,,-397240,2496388,USD,SEC_COMPANYFACTS
US,FINS,,317794250,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FINV,2025,1116724629,1940411000,,363960000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FINW,2025,200108169,,,16091000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FIP,2025,522873731,502520000,,-152054000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FIRY,,161382139,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FIS,2025,19938613250,2532000000,347000000,78000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FISI,2025,763240565,,,74867000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FISN,2025,603438516,,-4103003,-2910139,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FISV,2025,25932141339,21193000000,5818000000,3490000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FITB,2025,51342549194,,,2522000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FIVE,2025,9818795477,4764147000,457399000,301106000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FIVN,2025,1646125742,279705000,-5428000,-81764000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FIX,2025,68674648860,9101641000,1314589000,1022558000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FIZZ,2025,2920853422,1172932000,186684000,142164000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FJET,2025,280885147,,,-7908777,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FKWL,2025,30167757,46086901,-2863669,-140429,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLD,2025,24386165,,-2920423,-69590462,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLEX,2025,58131366638,26415000000,853000000,1245000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLG,2025,6179284184,27000000,,-79000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLGT,2025,572556560,322671000,-91096000,-61631000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLL,2025,103899749,302376000,3124000,-40197000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLNA,2025,59660252,1958000,-95390000,-97217000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLNC,2025,3501325453,2262830000,,-67989000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLNG,2025,1585177079,347637000,175804000,74815000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLNT,2025,107336563,208764000,-20322000,-29277000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLO,2025,1703365603,5256479000,173981000,123416000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLOC,2025,1930681540,759719000,149012000,131655000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLR,2025,7441612059,15503000000,-378000000,-62000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLS,2025,9337580954,0,399924000,369802000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLUT,2025,18083946398,,36000000,162000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLUX,2025,16984436,60824000,-6615000,-8333000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLWS,2025,229472569,1831421000,-2072000,-6105000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLX,2025,158267751,570858000,6621000,15648000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLXS,2025,389721991,104007000,6047000,4140000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLY,2025,4600353080,159855000,-260688000,-298340000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLYE,2025,3591249,32205666,3260557,1895222,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLYW,2025,2113659898,623025000,11295000,-8566000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLYX,2025,192068600,327274000,-82779000,-101495000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FLZH,2025,99582761,31203300,-28421267,-36495826,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FMAO,2025,420618143,,,33309000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FMBH,2025,1269041153,,,91749000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FMC,2025,1433644376,791400000,58200000,-15600000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FMFC,,5399488,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FMNB,2025,865723607,279922000,,54586000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FMS,2025,12710437156,5265354000,2637523000,1548851000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FMST,,24754332,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FMX,,44564542829,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FN,2025,18928135047,2645237000,251704000,247913000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FNB,2025,6825608722,,,565000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FND,2025,6370528730,4684088000,270070000,208647000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FNF,2025,12828048356,14445000000,,679000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FNGR,2025,24677983,35607614,-5949001,-5109342,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FNKO,2025,326915877,908209000,-45543000,-164438000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FNLC,2025,392452757,,,7077000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FNRN,2025,286138185,,,20034000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FNUC,,27506284,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FNV,,39957306000,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FNWB,2025,99837643,176000,,-4191000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FNWD,2025,155878956,,,8087000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FOA,2025,243990663,497432000,-134230,35691000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FOCL,2025,193792637,70527000,-24694000,-29246000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FOFO,2025,25514533,2328172,-9752597,-9587835,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FOR,2025,1615191530,1662400000,140354000,167900000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FORM,2025,11271480483,784993000,57070000,54361000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FORR,2025,163060800,396888000,-113173000,-119360000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FORTY,2025,1577719701,750555000,138489000,94423000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FOSL,2025,253250347,1004406000,-19079000,-77837000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FOUR,2025,3845866236,4180000000,351000000,147000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FOX,2025,19080660564,16300000000,,2293000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FOXA,2025,21036627860,16300000000,,2293000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FOXF,2025,758205285,1467321000,-522933000,-544720000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FOXX,2025,21898107,65919166,-9697934,-9020136,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FPH,2025,813796966,110020000,,183534000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FPI,2025,427448570,52178000,24974000,32172000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FPS,,16682703117,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FR,2025,8314816993,727076000,,264079000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRAF,2025,281263803,,,21226000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRBA,,438469660,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FRBT,,909034057,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FRD,2025,232343881,21056040,24518000,17345000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRGT,2025,2288500,13062534,-5894065,-7901777,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRHC,2025,7920227317,1666352000,-138296,374952000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRME,2025,2729514913,,,226001000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRMI,2025,6098397596,,-177779000,-486379000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRMM,2025,86167151,6547000,-233450000,-450521000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRO,2025,7927601077,749381000,12216000,-11148000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FROG,2025,10898958364,531840000,-91853000,-61256000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRPH,2025,489129567,42846000,7028000,2962000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRPT,2025,2934807479,1102015000,75672000,-33614000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRSH,2025,2821839977,838809000,13205000,-137436000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRST,2025,409999674,,,57841000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRSX,2025,4098487,398000,-12181000,-12103000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRT,2025,10788714867,1132154000,406470000,247217000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FRTT,,11703228,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FRVO,,9472835914,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FSBC,2025,1035033328,,,61606000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FSBW,2025,230578271,4612000,,36053000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FSCO,,977894587,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FSEA,2025,79289760,,,-845000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FSHP,2025,,,,1828909,USD,SEC_COMPANYFACTS
US,FSI,2025,85595987,38515058,4601054,2367795,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FSK,2025,2951900204,,,120000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FSLR,2025,24848590194,5219376000,1596864000,1528229000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FSLY,2025,2836562500,,-119000000,-133088000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FSM,,2528222237,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FSP,2025,54966249,107162000,6636000,-44960000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FSS,2025,7669813647,2180500000,340900000,246600000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FSTR,2025,469960786,536377000,21885000,42843000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FSUN,2025,1799363143,,,97936000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FSV,2025,6470553408,1705456000,338078000,190747000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FT,,202688725,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FTAI,2025,26539753601,2507409000,,501064000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTCI,2025,77305570,99687000,-35423000,-79577000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTDR,2025,5331884104,2093000000,,255000000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTEK,2025,64044587,26677000,-3681000,-1943000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTF,,233341035,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FTFT,2025,4403587,3829805,-34007122,-2753999,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTH,2025,598067093,,-22288000,-21085000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTHM,2025,33929747,420477000,-15579000,-20307000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTI,2025,26059155988,9932600000,1436100000,967100000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTK,2025,825570162,237262000,23244000,30528000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTLF,2025,105273917,21744000,10062000,8984000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTNT,2025,114813329354,6799600000,2084700000,1147800000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTRE,2025,1664960000,2723400000,-872600000,-25200000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTRK,,8602850,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FTS,,29328606177,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FTV,2025,18377022346,993100000,165300000,171900000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FTW,,353853154,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FUBO,2025,1031771166,1622796000,-196021000,-561919000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FUFU,2025,249980397,477532000,-23759000,-31142000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FUL,2025,3187979850,672935000,348220000,152073000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FULC,2025,247782117,,-84769000,-74880000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FULT,2025,4598674079,,,391609000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FUN,2025,2097224890,3100289000,-1375007000,-1549466000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FURY,,102100989,,,,USD,NASDAQ_SUMMARY_MARKET_CAP
US,FUSB,2025,93140934,,,1772000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FUSE,2025,29952113,8811000,-8194000,-15383000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FUTU,2025,13566810601,2935374000,1809078000,1452070000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FVCB,2025,314403956,1564000,,15064000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
US,FVN,2025,,,-391049,2070450,USD,SEC_COMPANYFACTS
US,FVR,2025,459043347,44740000,-9889000,-26387000,USD,SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP
